Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Chrom, Branded Prince (P)",P07,P07-001PR_SAMPLE.png,Blue,PR,1,Lord,Male/Sword,1,40,20,"Anything can change |AUTO| When this unit's attack destroys an enemy, choose 1 of your Orbs, and you may look at it.",-,-,"|ATK SUPP| Fate Emblem: If your attacking unit is <Blue>, draw 1 card. Then, choose 1 card from your hand, and place it on top of your deck."
"Seliph, Prince of Grannvale (P)",P07,P07-002PR_SAMPLE.png,Yellow,PR,1,Lord,Male/Sword,1,40,20,[BS] Lordling of Light |CONT| This card's name is also the same name as your Main Character.,-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Yellow> attacking unit's attack will destroy becomes 2."
"Athos, Living Legend",P07,P07-003PR_SAMPLE.png,Purple,PR,5(4),Archsage,Male/Tome,1-2,60,20,"Prophecy of Hope |ACT| [Flip 1 Bond face-down, Destroy this unit] Reveal the top 3 cards of your Deck. Choose 1 <Purple> card among the revealed cards, add it to your hand, and send the remaining cards to the Retreat Area.",-,-,-
"Oboro, Fashion-Loving Spear Master",P07,P07-004PR_SAMPLE.png,White,PR,3(2),Spear Master,Female/Lance,1,60,10,"Demonstration for the Lord |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 ""Takumi"" from your Retreat Area, and add it to your hand.","Dance with Spear and Sword |ACT| [Tap an allied ""Hinata""] Until the end of the turn, this unit gains +30 attack.",-,-
"Hector, Brother to Marquess Ostia (P)",P07,P07-005PR_SAMPLE.png,Purple,PR,1,Lord,Male/Axe/Armored,1,40,10,"Self-Taught Fighting Style |CONT| During your turn, if you have 2 or more other allies with support skills, this unit gains +20 attack.",-,-,"|DEF SUPP| Defense Emblem: Until the end of this combat, your defending unit gains +20 attack."
"Nino, The Fang's Apprentice (P)",P07,P07-006PR_SAMPLE.png,Purple,PR,1,Mage,Female/Tome,1-2,30,20,"Apprentice Mage |AUTO| [Once per Turn] When you deploy an other <Tome> or <Staff> ally, then until the end of the turn, this unit gains +10 attack.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Takumi, Fujin's Successor (P)",P07,P07-007PR_SAMPLE.png,White,PR,1,Archer,Male/Bow,2,30,20,"Royal Family's Battle |AUTO| When this unit's attack destroys an enemy, choose 1 of your Orbs, and you may flip it face-up.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,"|ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit."
"Sakura, Loving Little Sister (P)",P07,P07-008PR_SAMPLE.png,White,PR,1,Shrine Maiden,Female/Staff,-,20,20,"Bloom Festal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Sakura"" card from your Retreat Area, and add it to your hand.","Affection |AUTO| [Once per Turn] When this unit is destroyed, you may flip 1 of your Orbs face-up or face-down.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Lyn, Swordswoman of the Plains (P)",P07,P07-009PR_SAMPLE.png,Purple,PR,1,Lord,Female/Sword,1,40,10,"Sacaen Sword Technique |CONT| If this unit is being supported by a card with a Support Skill, this unit's attack cannot be evaded by non-Main Character enemies.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Hinoka, Fiery Princess (P)",P07,P07-010PR_SAMPLE.png,White,PR,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Rising Winds of War |ACT| [Tap this unit] For each 1 of your face-up Orbs, choose up to 1 other ally, and move them.","Landing on a Dragon Vein |AUTO| [Flip 1 Bond face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 of your Orbs, and flip it face-up or face-down.",-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Camilla, Bewitching Beauty (P)",P07,P07-011PR_SAMPLE.png,Black,PR,1,Wyvern Rider,Female/Axe/Flier/Dragon,1,30,30,"Forceful Torrent |CONT| During your turn, if you have 1 or more face-up Orbs, this unit gains +10 attack and can attack enemies regardless of range.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Cain, Red Knight (P)",P07,P07-012PR_SAMPLE.png,Red,PR,1,Cavalier,Male/Sword/Beast,1,40,10,"Red & Green Ties |CONT| If this unit is being supported by ""Abel"", this unit gains +30 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Abel, Green Knight (P)",P07,P07-013PR_SAMPLE.png,Red,PR,1,Cavalier,Male/Lance/Beast,1,40,10,"Green & Red Ties |CONT| If this unit is being supported by ""Cain"", this unit gains +30 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Ryoma, The Hoshido Family's Eldest Son",P07,P07-014PR_SAMPLE.png,White,PR,3(2),Swordmaster,Male/Sword,1,40,10,Rally under Raijinto! |CONT| This unit gains +10 attack for every other <White> or <Black> ally.,-,-,-
"Xander, The Nohrian Family's Eldest Son",P07,P07-015PR_SAMPLE.png,Black,PR,3(2),Paladin,Male/Sword/Beast,1,40,10,Assemble under Siegfried! |CONT| This unit gains +10 attack for every other <Black> or <White> ally.,-,-,-
"Lyn, Daughter of the Lorca Tribe",P07,P07-016PR_SAMPLE.png,Purple,PR,2,Lord,Female/Sword,1,50,X,"Footsteps of Fate |AUTO| When this unit evades an attack, you may choose 1 non-""Lyn"" card from your Retreat Area, and place it on top of your Deck.",-,-,"|ATK/DEF SUPP| Wistful Swordfighter: Until the end of this combat, this unit's Support value is equal to the number of your <Sword> Bond cards X 10."
"Sakura, Loving Little Sister (P2)",P07,P07-017PR_SAMPLE.png,White,PR,1,Shrine Maiden,Female/Staff,-,20,20,"Bloom Festal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Sakura"" card from your Retreat Area, and add it to your hand.","Affection |AUTO| [Once per Turn] When this unit is destroyed, you may flip 1 of your Orbs face-up or face-down.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Elise, Sweet Little Sister (P)",P07,P07-018PR_SAMPLE.png,Black,PR,1,Troubadour,Female/Staff/Beast,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Elise"" card from your Retreat Area, and add it to your hand.","Tribute |AUTO| [Once per Turn] When this unit is destroyed, you may choose 1 of your Orbs, and flip it face-up or face-down.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Alm, Youth of Ram Village (P)",P08,P08-001PR_SAMPLE.png,Red,PR,1,Fighter,Male/Sword,1,40,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Celica"" from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Red> attacking unit's attack will destroy becomes 2."
"Celica, Zofian Warrior Priestess (P)",P08,P08-002PR_SAMPLE.png,Red,PR,1,Priestess,Female/Tome,1-2,30,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Alm"" from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Olivia, Caravan's Dancer",P08,P08-003PR_SAMPLE.png,Blue,PR,3,Dancer,Female/Sword,1,30,10,"Dance for the Mighty |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 Class Changed ally that has attacked this turn, and untap them.",-,-,-
"Lewyn, Light's Guider",P08,P08-004PR_SAMPLE.png,Yellow,PR,3(2),Sage,Male/Tome,1-2,50,20,"Undying Wind |AUTO| When this unit is destroyed by an enemy's attack, you may choose 1 of your 'Lewyn' Bond cards, and add it to your hand.","[BS] A Warm Breeze |ACT| [Flip this card face-down] Until the end of the turn, all <Flier> allies gain +10 attack. (|BOND| can only be used if this card is face-up in the Bond Area.)",-,-
"Cherche, Loyal Knight of a Lost Country (P)",P08,P08-005PR_SAMPLE.png,Blue,PR,1,Wyvern Rider,Female/Axe/Flier/Dragon,1,30,30,"Dragon Knight's Protection |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +10 attack.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Julia, Imperial Princess of Grannvale (P)",P08,P08-006PR_SAMPLE.png,Yellow,PR,1,Priestess,Female/Tome,1-2,30,20,"Maiden of Fate |AUTO| When this unit is deployed, you may choose 1 card in your hand, and place it in your Bond Area. If you do, choose 1 of the face-up Bond cards, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Caeda, Talys's Heart (P)",P08,P08-007PR_SAMPLE.png,Red,PR,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Princess's Charisma |ACT| [Tap this unit, Tap 1 other ally] Choose 1 other ally. Until the end of the turn, that unit gains +10 attack.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Sothe, Young Phantom Thief (P)",P08,P08-008PR_SAMPLE.png,Green,PR,1,Thief,Male/Knife,1,30,10,[LvS2] Steel Knife |CONT| This unit gains +10 attack and range 1-2. ([LvS2] is active if a total of 2 or more cards are stacked with this unit.),-,-,|ATK SUPP| Thief Emblem: Reveal the topmost card of your opponent’s deck. You may send that card to the Retreat Area.
"Alm, Youth of Ram Village (P2)",P08,P08-009PR_SAMPLE.png,Red,PR,1,Fighter,Male/Sword,1,40,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Celica"" from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Red> attacking unit's attack will destroy becomes 2."
"Celica, Zofian Warrior Priestess (P2)",P08,P08-010PR_SAMPLE.png,Red,PR,1,Priestess,Female/Tome,1-2,30,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Alm"" from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Chrom, Shepherds-Commanding Prince",P08,P08-011PR_SAMPLE.png,Blue,PR,2,Lord,Male/Sword,1,50,20,"Shepherds of Justice |ACT| [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit gains +10 attack.","Sealed Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-,-
"Chrom, Shepherds-Commanding Prince (RP)",P08,P08-011PRr_SAMPLE.png,Blue,PRr,2,Lord,Male/Sword,1,50,20,"Shepherds of Justice |ACT| [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit gains +10 attack.","Sealed Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-,-
"Alfonse, Prince of Askr (P)",P09,P09-001PR_SAMPLE.png,Colorless,PR,1,Lord,Male/Sword,1,40,20,"Sword of the Order of Heroes |CONT| If this unit is battling against an <Axe>, this unit gains +10 attack.",-,-,"|ATK SUPP| Solidarity Emblem: Until the end of this combat, your attacking unit with a Symbol gains +10 attack."
"Sharena, Princess of Askr (P)",P09,P09-002PR_SAMPLE.png,Colorless,PR,1,Princess,Female/Lance,1,40,20,"Lance of the Order of Heroes |CONT| If this unit is battling <Sword>, this unit gains +10 attack.",-,-,"|DEF SUPP| Solidarity Emblem: Until the end of this combat, your defending unit with a Symbol gains +10 attack."
"Faye, Dreaming Heart",P09,P09-003PR_SAMPLE.png,Red,PR,3(2),Priestess,Female/Tome,1-2,50,20,"My and Alm's World |CONT| If this unit and ""Alm"" are your only allies, this unit gains +10 attack.","Journeying With Alm |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 ""Alm"" from your Retreat Area, and add itto your hand.",-,-
"Gromell, Bolt Axe Dragonmaster",P09,P09-004PR_SAMPLE.png,Green,PR,3(2),Wyvern Lord,Male/Axe/Flier/Dragon,1,50,30,"Bolt Axe |ACT| [Once per Turn] Until the end of the turn, this unit loses -30 attack, but gains <Tome> and range 1-2.","Falling Boulder |AUTO| At the end of your turn, if this unit is in the Front Line, destroy this unit.",-,-
"Alm, Youth of Ram Village (P3)",P09,P09-005PR_SAMPLE.png,Red,PR,1,Fighter,Male/Sword,1,40,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Celica"" from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Red> attacking unit's attack will destroy becomes 2."
"Celica, Zofian Warrior Priestess (P3)",P09,P09-006PR_SAMPLE.png,Red,PR,1,Priestess,Female/Tome,1-2,30,20,"Fated Children |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ""Alm"" from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Jemmie, As Strong as One Brigade (P)",P09,P09-007PR_SAMPLE.png,Purple,PR,1,Mage,Female/Tome,1-2,30,20,"Chopi❤ |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 non-Main Character enemy with a Deployment Cost of 1, and destroy them.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Mist, Girl of the Mercenaries (P)",P09,P09-008PR_SAMPLE.png,Green,PR,1,Cleric,Female/Staff,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Mist"" card from your Retreat Area, and add it to your hand.","Familial Protection |CONT| If the total number of cards stacked with your Main Caracter is 4 or more, your Main Character gains +10 attack.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Anna, Warrior of the Order of Heroes",P09,P09-009PR_SAMPLE.png,Colorless,PR,3,Agent,Female/Axe,1,60,20,"More than you bargained for? |CONT| During your turn, if you have an ally with a Color, this unit gains +10 attack.","Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied ""Anna"" and you may have 2 or more allied ""Anna"" at once.",-,-
"Anna, Warrior of the Order of Heroes (RP)",P09,P09-009PRr_SAMPLE.png,Colorless,PRr,3,Agent,Female/Axe,1,60,20,"More than you bargained for? |CONT| During your turn, if you have an ally with a Color, this unit gains +10 attack.","Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied ""Anna"" and you may have 2 or more allied ""Anna"" at once.",-,-
"Alm, The Deliverance's New Leader",P09,P09-010PR_SAMPLE.png,Red,PR,2,Fighter,Male/Sword,1,50,20,"One of the Fated |CONT| During your turn, if you have an allied ""Celica"", this unit gains +10 attack.","A New Hero |ACT| [Once per Turn] [Tap 1 other <Red> ally] Until the end of the turn, this unit gains +10 attack.",-,-
"Celica, Princess Bound for the Temple of Mila",P09,P09-011PR_SAMPLE.png,Red,PR,2,Priestess,Female/Sword,1,50,20,"One of the Fated |CONT| During your turn, if you have an allied ""Alm"", this unit gains +10 attack.","God-Serving Warrior |ACT|  [Flip 1 Bond face-down] Until the end of the turn, this unit gains <Tome>, and range 1-2.",-,-
"Eirika, Princess of Renais (P)",P10,P10-001PR_SAMPLE.png,Purple,PR,1,Lord,Female/Sword,1,40,20,-,-,-,"|ATK SUPP| Encouragement Emblem: If your attacking unit destroys the opponent's Main Character, at the end of this battle, Draw 1 card. ***|ATK/DEF SUPP| Sibling Emblem:  If your combat unit is ""Ephraim"", until the end of this battle, that unit gains +20 attack."
"Ephraim, Prince of Renais (P)",P10,P10-002PR_SAMPLE.png,Purple,PR,1,Lord,Male/Lance,1,40,20,-,-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Purple> attacking unit's attack will destroy becomes 2. ***Sibling Emblem: If your combat unit is ""Eirika"", until the end of this battle, that unit gains +20 attack."
"Shannam, Blade Braggart",P10,P10-003PR_SAMPLE.png,Yellow,PR,3(2),Swordmaster,Male/Sword,1,60,10,"I am Prince Shannan. |AUTO| When this unit is deployed, until the end of the turn, this unit is also treated as ""Shannan""","A Lesson in Astra? |AUTO| [Send your entire hand to the Retreat Area] When this unit performs a Critical Hit, you may pay the cost and if you do: Choose 1 other <Sword> ally, and untap them.",-,-
"Corrin (Male), Ballistician of the White Wooden Cavalry",P10,P10-004PR_SAMPLE.png,White,PR,3(2),Ballistician,Male/Sword,2,50,20,"Turret |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose up to 3 non-Main Character enemies with a Deployment Cost of 1 or lower, and destroy them. This skill is only usable if this unit is in the Back Line.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Finn, Knight of Leonster (P)",P10,P10-005PR_SAMPLE.png,Yellow,PR,1,Lance Knight,Male/Lance/Beast,1,40,10,"Prince-Protecting Knight |AUTO| [Send 1 card in your hand to your Retreat Area] At the end of your turn, you may pay the cost and if you do: Until the end of your opponent's next turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Mareeta, Myrmidon of Fiana (P)",P10,P10-006PR_SAMPLE.png,Yellow,PR,1,Myrmidon,Female/Sword,1,40,10,"Isaachian Lineage |CONT| During your turn, if you have 1 or more <Sword> Bond cards, this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
